,time,HR
127,02:07:00,68.0
128,02:08:00,69.0
129,02:09:00,81.0
130,02:10:00,66.0
131,02:11:00,68.0
132,02:12:00,67.0
133,02:13:00,67.0
134,02:14:00,69.0
135,02:15:00,71.0
136,02:16:00,69.0
137,02:17:00,70.0
138,02:18:00,70.0
139,02:19:00,75.0
140,02:20:00,72.0
141,02:21:00,71.0
142,02:22:00,71.0
143,02:23:00,74.0
144,02:24:00,70.0
145,02:25:00,71.0
146,02:26:00,72.0
147,02:27:00,67.0
148,02:28:00,68.0
149,02:29:00,68.0
150,02:30:00,68.0
151,02:31:00,65.0
152,02:32:00,72.0
153,02:33:00,71.0
154,02:34:00,64.0
155,02:35:00,64.0
156,02:36:00,64.0
157,02:37:00,64.0
158,02:38:00,63.0
159,02:39:00,63.0
160,02:40:00,63.0
161,02:41:00,63.0
162,02:42:00,63.0
163,02:43:00,62.0
164,02:44:00,64.0
165,02:45:00,64.0
166,02:46:00,63.0
167,02:47:00,63.0
168,02:48:00,62.0
169,02:49:00,63.0
170,02:50:00,64.0
171,02:51:00,64.0
172,02:52:00,64.0
173,02:53:00,64.0
174,02:54:00,64.0
175,02:55:00,63.0
176,02:56:00,63.0
177,02:57:00,63.0
178,02:58:00,63.0
179,02:59:00,64.0
180,03:00:00,64.0
181,03:01:00,64.0
182,03:02:00,65.0
183,03:03:00,63.0
184,03:04:00,63.0
185,03:05:00,64.0
186,03:06:00,63.0
187,03:07:00,63.0
188,03:08:00,63.0
189,03:09:00,64.0
190,03:10:00,65.0
191,03:11:00,63.0
192,03:12:00,63.0
193,03:13:00,64.0
194,03:14:00,64.0
195,03:15:00,64.0
196,03:16:00,64.0
197,03:17:00,65.0
198,03:18:00,63.0
199,03:19:00,62.0
200,03:20:00,61.0
201,03:21:00,62.0
202,03:22:00,63.0
203,03:23:00,62.0
204,03:24:00,63.0
205,03:25:00,62.0
206,03:26:00,62.0
207,03:27:00,64.0
208,03:28:00,77.0
209,03:29:00,63.0
210,03:30:00,63.0
211,03:31:00,64.0
212,03:32:00,63.0
213,03:33:00,64.0
214,03:34:00,64.0
215,03:35:00,63.0
216,03:36:00,60.0
217,03:37:00,61.0
218,03:38:00,60.0
219,03:39:00,61.0
220,03:40:00,61.0
221,03:41:00,62.0
222,03:42:00,61.0
223,03:43:00,63.0
224,03:44:00,63.0
225,03:45:00,63.0
226,03:46:00,64.0
227,03:47:00,64.0
228,03:48:00,63.0
229,03:49:00,64.0
230,03:50:00,63.0
231,03:51:00,63.0
232,03:52:00,63.0
233,03:53:00,62.0
234,03:54:00,64.0
235,03:55:00,67.0
236,03:56:00,63.0
237,03:57:00,73.0
238,03:58:00,64.0
239,03:59:00,63.0
240,04:00:00,62.0
241,04:01:00,63.0
242,04:02:00,61.0
243,04:03:00,64.0
244,04:04:00,64.0
245,04:05:00,67.0
246,04:06:00,66.0
247,04:07:00,63.0
248,04:08:00,66.0
249,04:09:00,64.0
250,04:10:00,63.0
251,04:11:00,65.0
252,04:12:00,72.0
253,04:13:00,63.0
254,04:14:00,64.0
255,04:15:00,70.0
256,04:16:00,67.0
257,04:17:00,72.0
258,04:18:00,64.0
259,04:19:00,63.0
260,04:20:00,64.0
261,04:21:00,61.0
262,04:22:00,63.0
263,04:23:00,70.0
264,04:24:00,63.0
265,04:25:00,60.0
266,04:26:00,60.0
267,04:27:00,60.0
268,04:28:00,60.0
269,04:29:00,60.0
270,04:30:00,60.0
271,04:31:00,60.0
272,04:32:00,64.0
273,04:33:00,65.0
274,04:34:00,65.0
275,04:35:00,59.0
276,04:36:00,59.0
277,04:37:00,60.0
278,04:38:00,60.0
279,04:39:00,60.0
280,04:40:00,60.0
281,04:41:00,61.0
282,04:42:00,61.0
283,04:43:00,60.0
284,04:44:00,61.0
285,04:45:00,58.0
286,04:46:00,60.0
287,04:47:00,66.0
288,04:48:00,60.0
289,04:49:00,60.0
290,04:50:00,61.0
291,04:51:00,61.0
292,04:52:00,61.0
293,04:53:00,61.0
294,04:54:00,62.0
295,04:55:00,62.0
296,04:56:00,62.0
297,04:57:00,62.0
298,04:58:00,62.0
299,04:59:00,63.0
300,05:00:00,62.0
301,05:01:00,63.0
302,05:02:00,62.0
303,05:03:00,63.0
304,05:04:00,62.0
305,05:05:00,62.0
306,05:06:00,62.0
307,05:07:00,62.0
308,05:08:00,63.0
309,05:09:00,62.0
310,05:10:00,62.0
311,05:11:00,62.0
312,05:12:00,61.0
313,05:13:00,63.0
314,05:14:00,63.0
315,05:15:00,61.0
316,05:16:00,61.0
317,05:17:00,61.0
318,05:18:00,60.0
319,05:19:00,69.0
320,05:20:00,59.0
321,05:21:00,60.0
322,05:22:00,61.0
323,05:23:00,57.0
324,05:24:00,57.0
325,05:25:00,59.0
326,05:26:00,58.0
327,05:27:00,61.0
328,05:28:00,58.0
329,05:29:00,59.0
330,05:30:00,58.0
331,05:31:00,62.0
332,05:32:00,62.0
333,05:33:00,61.0
334,05:34:00,62.0
335,05:35:00,62.0
336,05:36:00,63.0
337,05:37:00,60.0
338,05:38:00,61.0
339,05:39:00,59.0
340,05:40:00,69.0
341,05:41:00,57.0
342,05:42:00,62.0
343,05:43:00,61.0
344,05:44:00,66.0
345,05:45:00,59.0
346,05:46:00,58.0
347,05:47:00,57.0
348,05:48:00,57.0
349,05:49:00,57.0
350,05:50:00,59.0
351,05:51:00,58.0
352,05:52:00,58.0
353,05:53:00,57.0
354,05:54:00,58.0
355,05:55:00,67.0
356,05:56:00,57.0
357,05:57:00,58.0
358,05:58:00,59.0
359,05:59:00,59.0
360,06:00:00,67.0
361,06:01:00,57.0
362,06:02:00,57.0
363,06:03:00,56.0
364,06:04:00,57.0
365,06:05:00,57.0
366,06:06:00,57.0
367,06:07:00,56.0
368,06:08:00,57.0
369,06:09:00,58.0
370,06:10:00,66.0
371,06:11:00,57.0
372,06:12:00,58.0
373,06:13:00,58.0
374,06:14:00,61.0
375,06:15:00,64.0
376,06:16:00,55.0
377,06:17:00,55.0
378,06:18:00,56.0
379,06:19:00,56.0
380,06:20:00,57.0
381,06:21:00,59.0
382,06:22:00,67.0
383,06:23:00,57.0
384,06:24:00,60.0
385,06:25:00,60.0
386,06:26:00,62.0
387,06:27:00,63.0
388,06:28:00,63.0
389,06:29:00,63.0
390,06:30:00,65.0
391,06:31:00,66.0
392,06:32:00,64.0
393,06:33:00,63.0
394,06:34:00,66.0
395,06:35:00,66.0
396,06:36:00,61.0
397,06:37:00,63.0
398,06:38:00,60.0
399,06:39:00,60.0
400,06:40:00,57.0
401,06:41:00,57.0
402,06:42:00,59.0
403,06:43:00,65.0
404,06:44:00,59.0
405,06:45:00,57.0
406,06:46:00,57.0
407,06:47:00,64.0
408,06:48:00,59.0
409,06:49:00,58.0
410,06:50:00,60.0
411,06:51:00,60.0
412,06:52:00,61.0
413,06:53:00,62.0
414,06:54:00,61.0
415,06:55:00,73.0
416,06:56:00,72.0
417,06:57:00,71.0
418,06:58:00,62.0
419,06:59:00,68.0
420,07:00:00,59.0
421,07:01:00,61.0
422,07:02:00,60.0
423,07:03:00,63.0
424,07:04:00,57.0
425,07:05:00,65.0
426,07:06:00,61.0
427,07:07:00,64.0
428,07:08:00,59.0
429,07:09:00,58.0
430,07:10:00,59.0
431,07:11:00,64.0
432,07:12:00,59.0
433,07:13:00,60.0
434,07:14:00,69.0
435,07:15:00,60.0
436,07:16:00,60.0
437,07:17:00,58.0
438,07:18:00,56.0
439,07:19:00,63.0
440,07:20:00,60.0
441,07:21:00,59.0
442,07:22:00,59.0
443,07:23:00,58.0
444,07:24:00,58.0
445,07:25:00,58.0
446,07:26:00,62.0
447,07:27:00,63.0
448,07:28:00,58.0
449,07:29:00,59.0
450,07:30:00,64.0
451,07:31:00,61.0
452,07:32:00,68.0
453,07:33:00,61.0
454,07:34:00,60.0
455,07:35:00,60.0
456,07:36:00,60.0
457,07:37:00,63.0
458,07:38:00,62.0
459,07:39:00,70.0
460,07:40:00,77.0
461,07:41:00,85.0
462,07:42:00,60.0
463,07:43:00,56.0
464,07:44:00,57.0
465,07:45:00,57.0
466,07:46:00,57.0
467,07:47:00,57.0
468,07:48:00,59.0
469,07:49:00,58.0
470,07:50:00,58.0
471,07:51:00,58.0
472,07:52:00,57.0
473,07:53:00,57.0
474,07:54:00,58.0
475,07:55:00,58.0
476,07:56:00,59.0
477,07:57:00,65.0
478,07:58:00,61.0
479,07:59:00,61.0
480,08:00:00,59.0
481,08:01:00,58.0
482,08:02:00,59.0
483,08:03:00,60.0
484,08:04:00,59.0
485,08:05:00,61.0
486,08:06:00,63.0
487,08:07:00,68.0
488,08:08:00,65.0
489,08:09:00,68.0
490,08:10:00,68.0
491,08:11:00,66.0
492,08:12:00,66.0
493,08:13:00,69.0
494,08:14:00,66.0
495,08:15:00,69.0
496,08:16:00,68.0
497,08:17:00,64.0
498,08:18:00,64.0
499,08:19:00,63.0
500,08:20:00,64.0
501,08:21:00,67.0
502,08:22:00,58.0
503,08:23:00,59.0
504,08:24:00,58.0
505,08:25:00,62.0
506,08:26:00,67.0
507,08:27:00,65.0
508,08:28:00,64.0
509,08:29:00,63.0
510,08:30:00,61.0
511,08:31:00,65.0
512,08:32:00,66.0
513,08:33:00,66.0
514,08:34:00,61.0
515,08:35:00,61.0
516,08:36:00,60.0
517,08:37:00,64.0
518,08:38:00,61.0
519,08:39:00,59.0
520,08:40:00,64.0
521,08:41:00,61.0
522,08:42:00,61.0
523,08:43:00,61.0
524,08:44:00,77.0
525,08:45:00,72.0
526,08:46:00,67.0
527,08:47:00,73.0
528,08:48:00,67.0
529,08:49:00,68.0
530,08:50:00,61.0
531,08:51:00,59.0
532,08:52:00,58.0
533,08:53:00,60.0
534,08:54:00,59.0
535,08:55:00,59.0
536,08:56:00,59.0
537,08:57:00,59.0
538,08:58:00,68.0
539,08:59:00,57.0
540,09:00:00,57.0
541,09:01:00,58.0
542,09:02:00,57.0
543,09:03:00,58.0
544,09:04:00,69.0
545,09:05:00,61.0
546,09:06:00,58.0
547,09:07:00,59.0
548,09:08:00,59.0
549,09:09:00,60.0
550,09:10:00,59.0
551,09:11:00,60.0
552,09:12:00,69.0
553,09:13:00,65.0
554,09:14:00,64.0
555,09:15:00,68.0
556,09:16:00,69.0
557,09:17:00,62.0
558,09:18:00,69.0
559,09:19:00,62.0
560,09:20:00,75.0
561,09:21:00,62.0
562,09:22:00,65.0
563,09:23:00,67.0
564,09:24:00,58.0
565,09:25:00,57.0
566,09:26:00,61.0
567,09:27:00,65.0
568,09:28:00,60.0
569,09:29:00,60.0
570,09:30:00,67.0
571,09:31:00,61.0
572,09:32:00,60.0
573,09:33:00,61.0
574,09:34:00,75.0
575,09:35:00,71.0
576,09:36:00,76.0
577,09:37:00,67.0
578,09:38:00,74.0
579,09:39:00,68.0
580,09:40:00,71.0
581,09:41:00,74.0
582,09:42:00,73.0
583,09:43:00,77.0
584,09:44:00,72.0
585,09:45:00,84.0
586,09:46:00,78.0
587,09:47:00,91.0
588,09:48:00,75.0
589,09:49:00,74.0
590,09:50:00,77.0
591,09:51:00,75.0
592,09:52:00,67.0
593,09:53:00,67.0
594,09:54:00,79.0
595,09:55:00,82.0
596,09:56:00,78.0
597,09:57:00,80.0
598,09:58:00,97.0
599,09:59:00,110.0
600,10:00:00,85.0
601,10:01:00,73.0
602,10:02:00,72.0
603,10:03:00,69.0
604,10:04:00,70.0
605,10:05:00,67.0
606,10:06:00,66.0
607,10:07:00,67.0
608,10:08:00,70.0
609,10:09:00,70.0
610,10:10:00,68.0
611,10:11:00,74.0
612,10:12:00,75.0
613,10:13:00,74.0
614,10:14:00,68.0
615,10:15:00,70.0
616,10:16:00,73.0
617,10:17:00,67.0
618,10:18:00,80.0
619,10:19:00,70.0
620,10:20:00,67.0
621,10:21:00,72.0
622,10:22:00,87.0
623,10:23:00,88.0
624,11:01:00,81.0
625,11:02:00,83.0
626,11:03:00,84.0
627,11:04:00,82.0
628,11:05:00,82.0
629,11:06:00,84.0
630,11:07:00,88.0
631,11:08:00,85.0
632,11:09:00,91.0
633,11:10:00,91.0
634,11:11:00,88.0
635,11:12:00,89.0
636,11:13:00,94.0
637,11:14:00,90.0
638,11:15:00,86.0
639,11:16:00,82.0
640,11:17:00,83.0
641,11:18:00,85.0
642,11:19:00,82.0
643,11:20:00,83.0
644,11:21:00,88.0
645,11:22:00,90.0
646,11:23:00,90.0
647,11:24:00,84.0
648,11:25:00,88.0
649,11:26:00,90.0
650,11:27:00,88.0
651,11:28:00,88.0
652,11:29:00,91.0
653,11:30:00,89.0
654,11:31:00,88.0
655,11:32:00,85.0
656,11:33:00,74.0
657,11:34:00,81.0
658,11:35:00,79.0
659,11:36:00,74.0
660,11:37:00,74.0
661,11:38:00,75.0
662,11:39:00,74.0
663,11:40:00,71.0
664,11:41:00,78.0
665,11:42:00,75.0
666,11:43:00,69.0
667,11:44:00,78.0
668,11:45:00,81.0
669,11:46:00,80.0
670,11:47:00,84.0
671,11:48:00,82.0
672,11:49:00,85.0
673,11:50:00,91.0
674,11:51:00,93.0
675,11:52:00,92.0
676,11:53:00,91.0
677,11:54:00,94.0
678,11:55:00,96.0
679,11:56:00,96.0
680,11:57:00,95.0
681,11:58:00,97.0
682,11:59:00,92.0
683,12:00:00,88.0
684,12:01:00,89.0
685,12:02:00,91.0
686,12:03:00,93.0
687,12:04:00,91.0
688,12:05:00,87.0
689,12:06:00,94.0
690,12:07:00,87.0
691,12:08:00,91.0
692,12:09:00,88.0
693,12:10:00,89.0
694,12:11:00,88.0
695,12:12:00,90.0
696,12:13:00,95.0
697,12:14:00,93.0
698,12:15:00,87.0
699,12:16:00,92.0
700,12:17:00,90.0
701,12:18:00,91.0
702,12:19:00,84.0
703,12:20:00,87.0
704,12:21:00,90.0
705,12:22:00,96.0
706,12:23:00,81.0
707,12:24:00,81.0
708,12:25:00,87.0
709,12:26:00,92.0
710,12:27:00,86.0
711,12:28:00,88.0
712,12:29:00,86.0
713,12:30:00,87.0
714,12:31:00,85.0
715,12:32:00,92.0
716,12:33:00,87.0
717,12:34:00,90.0
718,12:35:00,92.0
719,12:36:00,87.0
720,12:37:00,92.0
721,12:38:00,96.0
722,12:39:00,95.0
723,12:40:00,90.0
724,12:41:00,94.0
